Number,Date,Truck,Length,Route,Ref,Price,BAF,Voucher,INVOICE
4837,06.07.2015,AG69KRN,6,DO-CA,DO25617139,80,14,900964,
4838,07.07.2015,CJ44CNT,16.5,CA-DO,CA21287682,140,14,900965,
4839,07.07.2015,B30UWO,16.5,DO-CA,DO25618458,140,14,900966,
4840,07.07.2015,AG18LML,16.5,CA-DO,CA21288060,140,14,900967,
4841,07.07.2015,HD-31-CNA,16.5,CA-DO,CA21288103,140,14,900968,
4842,07.07.2015,HD-31-CNA,16.5,DO-CA,DO25618528,140,14,900969,
4843,07.07.2015,VS-04-WNR,16.5,DO-CA,DO25619023,140,14,900970,
4844,07.07.2015,NT95DAF,16.5,CA-DO,CA21288524,140,14,900971,
4845,07.07.2015,B170DAF,16.5,CA-DO,CA21288525,140,14,900972,
4846,07.07.2015,B-301-WRA,6,DO-CA,DO25619119,80,14,900973,
4847,07.07.2015,IFF11TDS,16.5,DO-CA,DO25619310,140,14,900974,
4848,08.07.2015,NT-46-MAN,16.5,DO-CA,DO25622310,140,14,900975,
4849,08.07.2015,HD77BET,16.5,CA-DO,CA21291489,140,14,900976,
4850,07.07.2015,AG06CDY,16.5,CA-DO,CA21289305,140,14,900977,
4851,07.07.2015,AG06CDY,16.5,DO-CA,DO25619977,140,14,900978,
4852,07.07.2015,CJ-15-UKR,16.5,CA-DO,CA21289401,140,14,900979,
4853,07.07.2015,VL-85-UDY,16.5,CA-DO,CA21289612,140,14,900980,
4854,07.07.2015,VL-85-UDY,16.5,DO-CA,DO25620315,140,14,900981,
4855,07.07.2015,B304 BLT,6,do - ca,DO25620777,80,14,900982,
4856,08.07.2015,HD-10-SMW,6,DO-CA,DO25620929,80,14,900983,
4857,08.07.2015,IF-14-ASI,16.5,DO-CA,DO25620937,140,14,900984,
4858,08.07.2015,HD77BET,16.5,DO-CA,DO25622503,140,14,900985,
4859,08.07.2015,B47djz,16.5,CA-DO,CA21291753,140,14,900986,
4860,08.07.2015,B47DJZ,16.5,DO-CA,DO25622729,140,14,900987,
4861,08.07.2015,CJ-16-EAC,16.5,CA-DO,CA21292190,140,14,900988,
4862,08.07.2015,VL-88-ERK,6,DO-CA,DO25624104,80,14,900989,
4863,"08,07,2015",B200DEF,16.5,CA-DO,CA21292959,140,14,900990,
4864,08.07.2015,AG 21 ADA,10,CA-DO,CA21293137,100,14,900991,
4865,08.07.2015,HD 17 ULY,16.5,CA-DO,CA21293576,140,14,900992,
4866,08.07.2015,HD 17 ULY,16.5,do - ca,DO25624918,140,14,900993,
4867,09.07.2015,CJ 15 VEW,16.5,DO-CA,DO25626284,140,14,900994,
4868,09.07.2015,VL-33-TBT,6,CA-DO,CA21295750,80,14,900995,
4869,09.07.2015,VL-66-TBT,6,CA-DO,CA21295751,80,14,900996,
4870,10.07.2015,CJ-44-CNT,16.5,DO-CA,DO25628529,140,14,900997,
4871,10.07.2015,CJ-49-CNT,16.5,DO-CA,DO25628530,140,14,900998,
4872,10.07.2015,B-223-CNT,16.5,DO-CA,DO25628531,140,14,900999,
4873,10.07.2015,B-261-ATP,16.5,DO-CA,DO25628548,140,14,901000,
4874,,B-235-ATP,16.5,DO-CA,DO25365513,130,14,278048,742.00 €
4875,,CJ-43-CNT,16.5,CA-DO,CA21219797           ,140,14,278221,"1,109.00 €"
4876,01.06.2015,DS-114-EX,16.5,DO-CA,DO25528416           ,140,14,278222,"1,109.00 €"
4877,10.07.2015,IF-40-MBZ,16.5,CA-DO,CA21296815,140,14,902001,
4878,10.07.2015,CJ-16-EAC,16.5,DO-CA,DO25629071,140,14,902002,
4879,10.07.2015,B-108-ELK ,16.5,DO-CA,DO25629103,140,14,902003,v: 244425
4880,"10,07,2015",B45YZE,16.5,DO-CA,DO25629471,140,14,902004,
4881,10.07.2015,B-47-DJX,16.5,DO-CA,DO25629718,140,14,902005,
4882,10.07.2015,B251LTO,6,DO-CA,DO25631057,80,14,902006,v: 234599
4883,10.07.2015,CJ-16-DDR,16.5,CA-DO,CA21299104,140,14,902007,
4884,10.07.2015,AG-18-LML,16.5,DO-CA,DO25631724,140,14,902008,v: 234598
4885,10.07.2015,B-02-LML,16.5,DO-CA,DO25631725,140,14,902009,v: 902135
4886,10.07.2015,AG-75-FTS,16.5,DO-CA,DO25631825,140,14,902010,v: 210028
4887,10.07.2015,VL-69-BAL,16.5,CA-DO,CA21299795,140,14,902011,v: 210170
4888,11.07.2015,B-200-DEF,16.5,DO-CA,DO25632899,140,14,902012,v: 210029
4889,11.07.2015,VL-56-BBB,7,CA-DO,CA21300331,140,14,902013,v: 902135
4890,11.07.2015,B-170-DAF,16.5,DO-CA,DO25632941,140,14,902014,v: 210068
4891,11.07.2015,B-222-WXT,16.5,CA-DO,CA21300482,140,14,902015,v: 210172
4892,11.07.2015,SB-01-BRG,16.5,DO-CA,DO25633252,140,14,902016,
4893,11.07.2015,B-900-BET,7,CA-DO,CA21300691,80,14,902017,v: 234495
4894,12.07.2015,NT-16-MAN,16.5,CA-DO,CA21301249,140,14,902018,v: 288573
4895,16.07.2015,VL69BAL,16.5,DO-CA,DO25648674,140,14,902019,
4896,11.07.2015,IF-08-TDS,16.5,CA-DO,CA21300780,140,14,902020,v: 234538
4897,13.07.2015,CJ-16-DDR,16.5,DO-CA,DO25637016,140,14,902021,v: 248428
4898,13.07.2015,IF-40-MBZ,16.5,DO-CA,DO25637017,140,14,902022,v: 291951
4899,13.07.2015,B25LML,16.5,CA-DO,CA21303849           ,140,14,902023,v: 234604
4900,13.07.2015,HD17ULY,16.5,CA-DO,CA21304469,140,14,902024,
4901,13.07.2015,HD17ULY,16.5,DO-CA,DO25638447,140,14,902025,
4902,14.07.2015,AG04CDY,16.5,CA-DO,CA21304941,140,14,902026,
4903,14.07.2015,AG04CDY,16.5,DO-CA,DO25639204,140,14,902027,
4904,14.07.2015,MM24ELK,16.5,DO-CA,DO25639691,140,14,902028,
4905,14.07.2015,CJ15UKR,16.5,CA-DO,CA21305598,140,14,902029,
4906,14.07.2015,CJ-46-CNT,16.5,CA-DO,CA21305819,140,14,902030,
4907,14.07.2015,CJ-51-CNT,16.5,CA-DO,CA21305820,140,14,902031,
4908,14.07.2015,B-224-CNT,16.5,CA-DO,CA21305821,140,14,902032,
4909,14.07.2015,B-225-CNT,16.5,CA-DO,CA21305822,140,14,902033,
4910,14.07.2015,B30UWO,16.5,CA-DO,CA21306205,140,14,902034,
4911,14.07.2015,B262ATP,16.5,DO-CA,DO25640992,140,14,902035,
4912,14.07.2015,IF-08-TDS,16.5,DO-CA,DO25641894,140,14,902036,
4913,14.07.2015,NT95DAF,16.5,DO-CA,DO25643082,140,14,902037,
4914,14.07.2015,,,,,140,14,902038,
4915,15.07.2015,NT09GHG,16.5,CA-DO,CA21307680,140,14,902039,
4916,15.07.2015,B-113-RSA,7,CA-DO,CA21308205,80,14,902040,
4917,15.07.2015,VL-33-TBT,7,DO-CA,DO25643934,80,14,902041,
4918,15.07.2015,IF80DEF,16.5,CA-DO,CA21309128,140,14,902042,
4919,15.07.2015,IF80DEF,16.5,DO-CA,DO25644629,140,14,902043,
4920,15.07.2015,CJ-15-UKR,16.5,DO-CA,DO25644924,140,14,902044,
4921,15.07.2015,NT-16-MAN,16.5,DO-CA,DO25645984,140,14,902045,
4922,17.07.2015,BC28AWS,16.5,CA-DO,CA21314080,140,14,902046,
4923,16.07.2015,b226wtx,6,CA-DO, CA21312654,80,14,902047,
4924,17.07.2015,CJ16AFU,16.5,do-ca,DO25650207,140,14,902048,
4925,17.07.2015,CJ16EAC,16.5,ca-do,CA21313851,140,14,902049,
4926,17.07.2015,MM30ELK,16.5,do-ca,DO25650496,140,14,902050,
4927,17.07.2015,B77CTK,16.5,DO-CA,DO25650565,140,14,902051,
4928,17.07.2015,AB03KYM,16.5,DO-CA,DO25651229,140,14,902052,
4929,17.07.2015,VL 85 UDY                ,16.5,CA-DO,CA21314946,140,14,902053,
4930,17.07.2015,VL 85 UDY                ,16.5,DO-CA,DO25651294,140,14,902054,
4931,17.07.2015,B224CNT,16.5,DO-CA,DO25651597,140,14,902055,
4932,17.07.2015,CJ46CNT,16.5,DO-CA,DO25651598,140,14,902056,
4933,17.07.2015,B78PKP,16.5,CA-DO,CA21316037,140,14,902057,
4934,17.07.2015,B-25-LML,16.5,DO-CA,DO25652825,140,14,902058,
4935,17.07.2015,B-30-UWO,16.5,DO-CA,DO25652826,140,14,902059,
4936,17.07.2015,B226WTX,6,DO-CA,DO25653476,80,14,902060,
4937,17.07.2015,B235ATP,16.5,ca-do,CA21317196,140,14,902061,
4938,18.07.2015,if11tds,16.5,ca-do,CA21317474,140,14,902062,
4939,20.07.2015,MM-04-ELK,16.5,DO-CA,DO25656471,140,14,902063,
4940,20.07.2015,NT09GHG,16.5,DO-CA,DO25657017,140,14,902064,
4941,20.07.2015,HD-61-YUL,16.5,CA-DO,CA21319737,140,14,902065,
4942,27.07.2015,B25LML,16.5,Do-CA,DO25677506,140,14,902066,
4943,20.07.2015,B-235-ATP,16.5,DO-CA,DO25657869,140,14,902067,
4944,20.07.2015,B-02-LML,16.5,CA-DO,CA21320416,140,14,902068,
4945,20.07.2015,AG-18-LML,16.5,CA-DO,CA21320417,140,14,902069,
4946,20.07.2015,CJ-15-JZI,16.5,CA-DO,CA21320656,140,14,902070,
4947,21.07.2015,NT-46-MAN,16.5,CA-DO,CA21321609,140,14,902071,
4948,21.07.2015,BH11ENJ                  ,16.5,CA-DO,CA21322347,140,14,902072,
4949,21.07.2015,HD31CNA,16.5,CA-DO,CA21322548,140,14,902073,
4950,27.07.2015,B-107-ELK,16.5,DO-CA,DO25676620,140,14,902074,
4951,21.07.2015,IF-11-TDS,16.5,DO-CA,DO25661035,140,14,902075,
4952,21.07.2015,CJ-45-CNT,16.5,CA-DO,CA21323037,140,14,902076,
4953,21.07.2015,CJ-53-CNT,16.5,CA-DO,CA21323038,140,14,902077,
4954,21.04.2015,B223CNT,16.5,CA-DO,CA21323039,140,14,902078,
4955,21.04.2015,AG-18-LML,16.5,CA-DO,CA21323051,140,14,902079,
4956,20.07.2015,CJ-16-EAC ,16.5,DO-CA,DO25658793,140,14,902080,
4957,21.07.2015,BH-72-TAM,6,DO-CA,DO25661702,140,14,902081,
4958,21.07.2015,B78PKP,16.5,DO-CA,DO25662022,140,14,902082,
4959,21.07.2015,HD48YUL,16.5,CA-DO,CA21323327,140,14,902083,
4960,21.07.2015,HD48YUL,16.5,DO-CA,DO25661856,140,14,902084,
4961,21.07.2015,B-170-DAF,16.5,CA-DO,CA21323507,140,14,902085,
4962,21.07.2015,AB-01-VON,6,DO-CA,DO25662676,140,14,902086,
4963,21.07.2015,AG-98-CDY,16.5,CA-DO,CA21324033,140,14,902087,
4964,21.07.2015,VL-20-MDR,6,CA-DO,CA21324153,140,14,902088,
4965,22.07.2015,B-261-ATP,16.5,DO-CA,DO25663778,140,14,902089,
4966,22.07.2015,OT20RUN,16.5,CA-DO,CA21325492,140,14,902090,
4967,22.07.2015,OT20RUN,16.5,DO-CA,DO25664745,140,14,902091,
4968,22.07.2015,OT16RUN,16.5,CA-DO,CA21325493,140,14,902092,
4969,22.07.2015,OT16RUN,16.5,DO-CA,DO25664746,140,14,902093,
4970,"22,07,2015",AB23VON,6,DO-CA,DO25664808,80,14,902094,
4971,22.07.2015,CJ15JZI,16.5,DO-CA,DO25664837,140,14,902095,
4972,23.07.2015,CJ-45-CNT,16.5,DO-CA,DO25668354,140,14,902096,
4973,22.07.2015,CJ95DDY,16.5,CA-DO,CA21325835,140,14,902097,
4974,22.07.2015,CJ95DDY,16.5,do-ca,DO25665143,140,14,902098,
4975,22.07.2015,AB48DEN,8,ca-do,CA21325934,80,14,902099,
4976,23.07.2015,B137ATP,16.5,do - ca,DO25667033,140,14,902100,
4977,"23,07,2015",B231ATP,16.5,do-ca,DO25667175,140,14,902101,
4978,"23,07,2015",B45YZE,16.5,do-ca,DO25667176,140,14,902102,
4979,"23,07,2016",SB71LAL,16.5,CA-DO,CA21327404,140,14,902103,
4980,"23,07,2015",b45yze,16.5,CA-DO,CA21327448,140,14,902104,
4981,23.07.2015,BH-11-ENJ,16.5,DO-CA,DO25667804,140,14,902105,
4982,23.07.2015,AG18LML,16.5,DO-CA,DO25668299,140,14,902106,
4983,24.07.2015,AB40DEN,8,CA-DO,CA21330332,80,14,902107,
4984,24.07.2015,B111TGT,16.5,ca-do,CA21330785,140,14,902108,
4985,24.07.2015,B111TGT,16.5,Do-ca,DO25671034,140,14,902109,
4986,24.07.2015,B232 ATP,16.5,ca-do,CA21331105,140,14,902110,
4987,24.07.2015,B232 ATP,16.5,DO-CA,DO25671392,140,14,902111,
4988,"24,07,2015",CJ15JVS,16.5,CA-DO,CA21331722,140,14,902112,
4989,24.07.2015,B-170-DAF,16.5,DO-CA,DO25672750,140,14,902113,
4990,24.07.2015,AG-02-LML,16.5,DO-CA,DO25672841,140,14,902114,
4991,24.07.2015,B-25-LML,16.5,CA-DO,CA21332407,140,14,902115,
4992,24.07.2015,AG-98-CDY,16.5,DO-CA,DO25673431,140,14,902116,
4993,25.07.2015,IF-08-TDS,16.5,CA-DO,CA21333586,140,14,902117,
4994,26.07.2015,AB-60-DEC,6,CA-DO,CA21334178,80,14,902118,
4995,29.07.2015,CJ49CNT,16.5,DO-CA,DO25683624,140,14,902119,
4996,27.07.2015,CT22WXT                  ,16.5,CA-DO,CA21334776,140,14,902120,
4997,27.07.2015,B444WXT  ,16.5,CA-DO,  CA21334777,140,14,902121,
4998,27.07.2015,B30UWO,16.5,CA-DO,CA21336013,140,14,902122,
4999,27.07.2015,CJ-50-CNT,16.5,DO-CA,DO25677617,140,14,902123,
5000,27.07.2015,NT46MAN,16.5,DO-CA,DO25678102,140,14,902124,
5001,27.07.2015,NT95DAF,16.5,CA-DO,CA21337079,140,14,902125,
5002,28.07.2015,CJ15JVS,16.5,DO-CA,DO25679784           ,140,14,902126,
5003,28.07.2015,B 134 ATP,16.5,CA-DO,CA21337907,140,14,902127,
5004,28.07.2015,B 134 ATP,16.5,DO-CA,DO25679808,140,14,902128,"1,515.00 €"
5005,29.07.2015,CJ46CNT,16.5,CA-DO,CA21341230,140,14,902129,
5006,31.07.2015,B-136-ATP,16.5,CA-DO,CA21346939,140,14,902130,"1,515.00 €"
5007,28.07.2015,IF 08 TDS,16.5,DO-CA,DO25681405,140,14,902131,
5008,31.07.2015,B-136-ATP,16.5,DO-CA,DO25690570,140,14,902132,"1,515.00 €"
5009,28.07.2015,BV63LIV,16.5,CA-DO,CA21339836,140,14,902133,
5010,28.07.2015,AG06CDY,16.5,CA-DO,CA21340199,140,14,902134,
5011,31.07.2015,CJ-15-UKR,16.5,DO-CA,DO25690571,140,14,902135,
5012,29.07.2015,CJ15UKR,16.5,CA-DO,CA21341439,140,14,902136,
5013,29.07.2015,AB01KYM,16.5,CA-DO,CA21342299,140,14,902137,
5014,30.07.2015,CJ-15-JZI,16.5,CA-DO,CA21344009,140,14,902138,
5015,29.07.2015,CJ-52-CNT,16.5,CA-DO,CA21342936,140,14,902139,
5016,30.07.2015,B 262 ATP,16.5,CA-DO,CA21343733,140,14,902140,
5017,30.07.2015,B 262 ATP,16.5,DO-CA,DO25686816,140,14,902141,"1,515.00 €"
5018,,INDISPONIBIL ,,,,,,902142,
5019,30.07.2015,SV-09-FVE,9,DO-CA,DO25687189,80,14,902143,"1,515.00 €"
5020,31.07.2015,MH-03-SWE,6,CA-DO,CA21347077,80,14,902144,"1,515.00 €"
5021,30.07.2015,AG-06-CDY,16.5,DO-CA,DO25687549,140,14,902145,
5022,"30,07,2015",BV63LIV,16.5,do-ca,DO25688126,140,14,902146,
5023,30.07.2015,VL69BAL  ,16.5,CA-DO,CA21345053,140,14,902147,
5024,31.07.2015,MH-03-SWE,6,DO-CA,DO25690717,80,14,902148,"1,515.00 €"
5025,31.07.2015,B-04-SWE,14,CA-DO,CA21347078,140,14,902149,"1,515.00 €"
5026,31.07.2015,B-04-SWE,14,DO-CA,DO25690718,140,14,902150,"1,515.00 €"
5027,31.07.2015,CJ-46-CNT,16.5,DO-CA,DO25691088,140,14,902151,"1,515.00 €"
5028,31.07.2015,CJ-52-CNT,16.5,DO-CA,DO25691089,140,14,902152,"1,515.00 €"
5029,31.07.2015,CJ-15-JZG,16.5,CA-DO,CA21347760,140,14,902153,"1,515.00 €"
5030,31.07.2015,B30UWO,16.5,DO-CA,DO25692868,140,14,902154,"1,515.00 €"
5031,31.07.2015,AG18LML,16.5,CA-DO,CA21348732,140,14,902155,"1,515.00 €"
5032,31.07.2015,B02LML,16.5,CA-DO,CA21348733,140,14,902156,"1,515.00 €"
5033,31.07.2015,NT09GHG,16.5,CA-DO,CA21348818,140,14,902157,"1,515.00 €"
5034,01.08.2015,IF11TDS,16.5,CA-DO,CA21349648,140,14,902158,"1,515.00 €"
5035,03.08.2015,HD-61-YUL,16.5,CA-DO,CA21351720,140,14,902159,"1,515.00 €"
5036,07.08.2015,CJ-15-JVS,16.5,DO-CA,DO25711007,140,14,902160,"1,515.00 €"
5037,03.08.2015,HD-48-YUL,16.5,CA-DO,CA21351721,140,14,902161,"1,515.00 €"
5038,07.08.2015,NT-16-MAN,16.5,DO-CA,DO25711954,140,14,902162,"1,515.00 €"
5039,"03,08,2015",CJ15JZI,16.502,do-ca,DO25697584,140,14,902163,"1,515.00 €"
5040,"03,08,2015",CJ16MPG,16.5,CA-DO,CA21352528,140,14,902164,"1,515.00 €"
5041,03.08.2015,NT95DAF,16.5,DO-CA,DO25698148,140,14,902165,"1,515.00 €"
5042,04.08.2015,B-223-CNT,16.5,CA-DO,CA21354324,140,14,902166,"1,515.00 €"
5043,04.08.2015,CJ-45-CNT,16.5,CA-DO,CA21354325,140,14,902167,"1,515.00 €"
5044,04.08.2015,IF-11-TDS,16.5,DO-CA,DO25700656,140,14,902168,"1,515.00 €"
5045,04.08.2015,CJ-15-JZG,16.5,DO-CA,DO25700704,140,14,902169,"1,515.00 €"
5046,04.08.2015,VL69BAL  ,16.5,DO-CA,DO25701436,140,14,902170,"1,515.00 €"
5047,06.08.2015,NT-09-GHG,16.5,DO-CA,DO25708165,140,14,902171,"1,515.00 €"
5048,04.08.2015,AB-03-KYM,16.5,DO-CA,DO25701648,140,14,902172,"1,515.00 €"
5049,05.08.2015,CJ16MPG,16.5,do-ca,DO25704511,140,14,902173,"1,515.00 €"
5050,05.08.2015,NT16MAN,16.5,CA-DO,CA21357035,140,14,902174,"1,515.00 €"
5051,05.08.2015,AG04CDY,16.5,CA-DO,CA21357278,140,14,902175,"1,515.00 €"
5052,05.08.2015,CJ15JVS ,16.5,CA-DO,CA21357312,140,14,902176,"1,515.00 €"
5053,10.08.2015,B-111-TGT,16.5,CA-DO,CA21367467,140,14,902177,"1,515.00 €"
5054,05.08.2015,B155WTS,16.5,CA-DO,CA21359227,140,14,902178,"1,515.00 €"
5055,05.08.2015,B155WTS,16.5,DO-CA,DO25705880,140,14,902179,"1,515.00 €"
5056,06.08.2015,B-02-LML,16.5,DO-CA,DO25708343,140,14,902180,"1,515.00 €"
5057,06.08.2015,AG-18-LML,16.5,DO-CA,DO25708344,140,14,902181,"1,515.00 €"
5058,07.08.2015,VL-11-ANO,6,CA-DO,CA21361614,80,14,902182,"1,515.00 €"
5059,08.08.2015,AG-04-CDY,16.5,DO-CA,DO25713263,140,14,902183,"1,515.00 €"
5060,08.08.2015,NT-46-MAN,16.5,CA-DO,CA21365634,140,14,902184,"1,515.00 €"
5061,09.08.2015,IF-08-TDS,16.5,CA-DO,CA21366383,140,14,902185,"1,515.00 €"
5062,10.08.2015,B-111-TGT,16.5,DO-CA,DO25716239,140,14,902186,"1,515.00 €"
5063,"10,08,2015",B170DAF,16.5,CA-DO,CA21368268,140,14,902187,"1,515.00 €"
5064,10.08.2015,B-25-LML,16.5,CA-DO,CA21368574,140,14,902188,"1,515.00 €"
5065,10.08.2015,B-30-UWO,16.5,CA-DO,CA21368575,140,14,902189,"1,515.00 €"
5066,10.08.2015,CJ16MPH,16.5,CA-DO,CA21369051,140,14,902190,"1,515.00 €"
5067,11.08.2015,B-224-CNT,16.5,CA-DO,CA21369840,140,14,902191,"1,515.00 €"
5068,11.08.2015,AG-02-CDI,16.5,CA-DO,CA21370533,140,14,902192,"1,515.00 €"
5069,11.08.2015,B-235-ATP,16.5,DO-CA,DO25720816,140,14,902193,"1,515.00 €"
5070,12.08.2015,MM16ELK,16.5,DO-CA,DO25722595,140,14,902194,"1,515.00 €"
5071,12.08.2015,IF08TDS,16.5,DO-CA,DO25722777,140,14,902195,"1,515.00 €"
5072,12.08.2015,AB-10-VON,6,CA-DO,CA21372878,80,14,902196,"1,515.00 €"
5073,12.08.2015,CJ16MPH,16.5,DO-CA,DO25724643,140,14,902197,"1,515.00 €"
5074,12.08.2015,CJ16MPJ,16.5,CA-DO,CA21375141,140,14,902198,"1,515.00 €"
5075,12.08.2015,NT46MAN,16.5,DO-CA,DO25724998,140,14,902199,"1,515.00 €"
5076,"13,08,2015",CJ14MXN,16.5,ca-do,CA21376031,140,14,902200,"1,515.00 €"
5077,13.0/8.2015,B224CNT,16.5,DO-CA,DO25727976,140,14,902201,"1,515.00 €"
5078,14.08.2015,B131ATP,16.5,CA-DO,CA21376934,140,14,902202,"1,515.00 €"
5079,14.08.2015,B131ATP,16.5,DO-CA,DO25728560,140,14,902203,"1,515.00 €"
5080,14.08.2015,B134ATP,16.5,CA-DO,CA21376935,140,14,902204,"1,515.00 €"
5081,14.08.2015,B134ATP,16.5,DO-CA,DO25728561,140,14,902205,"1,515.00 €"
5082,14.08.2015,B232ATP,16.5,CA-DO,CA21376936,140,14,902206,"1,515.00 €"
5083,14.08.2015,B232ATP,16.5,DO-CA,DO25728562,140,14,902207,"1,515.00 €"
5084,17.08.2015,B261ATP,16.5,DO-CA,DO25735593,140,14,902208,"1,515.00 €"
5085,14.08.2015,CJ50CNT,16.5,DO-CA,DO25729692,140,14,902209,"1,515.00 €"
5086,14.08.2015,AG02CDI,16.5,DO-CA,DO25730030,140,14,902210,"1,515.00 €"
5087,14.08.2015,B170DAF,16.5,DO-CA,DO25730904,140,14,902211,"1,515.00 €"
5088,14.08.2015,B25LML,16.5,DO-CA,DO25731647,140,14,902212,"1,515.00 €"
5089,14.08.2015,B02LML,16.5,CA-DO,CA21379537,140,14,902213,"1,515.00 €"
5090,15.08.2015,IF11TDS,16.5,CA-DO,CA21380145,140,14,902214,"1,515.00 €"
5091,14.08.2015,CJ-16-AFU,16.5,CA-DO,CA21308280,140,14,902215,"1,515.00 €"
5092,17.08.2015,CJ16MPJ,16.5,DO-CA,DO25735823,140,14,902216,"1,515.00 €"
5093,17.08.2015,CJ15JVS ,16.5,CA-DO,CA21382333,140,14,902217,"1,515.00 €"
5094,17.08.2015,AB03KYM,16.5,DO-CA,DO25736601,140,14,902218,"1,515.00 €"
5095,17.08.2015,B30UWO,16.5,DO-CA,DO25737064,140,14,902219,"1,515.00 €"
5096,17.08.2015,AG18LML,16.5,CA-DO,CA21383234,140,14,902220,"1,515.00 €"
5097,18.08.2015,B225CNT,16.5,DO-CA,DO25738364,140,14,902221,"1,515.00 €"
5098,18.08.2015,HD-17-ULY,16.5,CA-DO,CA21384722,140,14,902222,"1,515.00 €"
5099,01.08.2015,AG16DHL,16.5,DO-CA,DO25694694,140,14,902223,"1,515.00 €"
5100,18.08.2015,IF11TDS,16.5,DO-CA,DO25739081,140,14,902224,"1,515.00 €"
5101,19.08.2015,B105ELK,16.5,DO-CA,DO25742008,140,14,902225,"1,515.00 €"
5102,20.08.2015,CJ-15-JVS,16.5,do-ca,DO25743767,140,14,902226,"1,515.00 €"
5103,,,,,,140,14,902227,
5104,20.08.2015,B 47 DJZ,16.5,CA-DO,CA21388765,140,14,902228,"1,515.00 €"
5105,20.08.2015,B 47 DJZ,16.5,DO-CA,DO25744399,140,14,902229,"1,515.00 €"
5106,20.08.2015,B 45 YZE,16.5,ca-do,CA21388860,140,14,902230,"1,515.00 €"
5107,20.08.2015,B02LML,16.5,DO-CA,DO25745436,140,14,902231,"1,515.00 €"
5108,20.08.2015,AG18LML,16.5,DO-CA,DO25745437,140,14,902232,"1,515.00 €"
5109,21.08.2015,CJ-16-AFS,16.5,DO-CA,DO25755956,140,14,902233,"1,515.00 €"
5110,21.08.2015,MM16ELK,16.5,CA-DO,CA21391675,140,14,902234,"1,515.00 €"
5111,21.08.2015,MM16ELK,16.5,DO-CA,DO25748069,140,14,902235,"1,515.00 €"
5112,21.08.2015,B223CNT,16.5,DO-CA,DO25748194,140,14,902236,"1,515.00 €"
5113,21.08.2015,CJ53CNT,16.5,DO-CA,DO25748196,140,14,902237,"1,515.00 €"
5114,21.08.2015,B 31 FUB,16.5,CA-DO,CA21392228,140,14,902238,"1,515.00 €"
5115,21.08.2015,B 31 FUB,16.5,DO-CA,DO25748709,140,14,902239,"1,515.00 €"
5116,21.08.2015,MM23ANY,16.5,CA-DO,CA21393523,140,14,902240,"1,515.00 €"
5117,21.08.2015,NT09GHG,16.5,CA-DO,CA21393597,140,14,902241,"1,515.00 €"
5118,21.08.2015,NT95DAF,16.5,CA-DO,CA21393598,140,14,902242,"1,515.00 €"
5119,21.08.2015,CJ16AFS,16.5,CA-DO,CA21393793,140,14,902243,"1,515.00 €"
5120,21.08.2015,if08tds,16.5,ca-do,CA21394670,140,14,902244,"1,515.00 €"
5121,23.28.2015,VL69BAL,16.5,CA-DO,CA21395083,140,14,902245,"1,515.00 €"
5122,27.08.2015,NT09GHG,16.5,DO-CA,DO25766017,140,14,902246,"1,515.00 €"
5123,25.08.2015,CJ-50-CNT,16.5,CA-DO,CA21398753,140,14,902247,"1,515.00 €"
5124,25.08.2015,CJ49CNT,16.5,DO-CA,DO25758477,140,14,902248,"1,515.00 €"
5125,25.08.2015,MM-23-ANY,16.5,DO-CA,DO25759386,140,14,902249,"1,515.00 €"
5126,25.08.2015,B-30-UWO,16.5,ca-do,CA21400488,140,14,902250,"1,515.00 €"
5127,25.08.2015,B-25-LML,16.5,CA-DO,CA21400489,140,14,902251,"1,515.00 €"
5128,25.08.2015,IF-08-TDS,16.5,DO-CA,DO25759715,140,14,902252,"1,515.00 €"
5129,25.08.2015,AG-04-CDY,16.5,CA-DO,CA21400930,140,14,902253,"1,515.00 €"
5130,25.08.2015,AG-04-CDY,16.5,DO-CA,DO25760024,140,14,902254,"1,515.00 €"
5131,26.08.2015,B30UWO,16.5,DO-CA,DO25762902,140,14,902255,"1,515.00 €"
5132,27.08.2015,B137ATP,16.5,CA-DO,CA21404995,140,14,902256,"1,515.00 €"
5133,27.08.2015,B137ATP,16.5,DO-CA,DO25764599,140,14,902257,"1,515.00 €"
5134,27.08.2015,NT95DAF,16.5,DO-CA,DO25766059,140,14,902258,"1,515.00 €"
5135,27.08.2015,VL69BAL,16.5,DO-CA,DO25766060,140,14,902259,"1,515.00 €"
5136,28.08.2015,B231ATP,16.5,DO-CA,DO25767829,140,14,902260,"1,515.00 €"
5137,28.08.2015,B-25-LML,16.5,DO-CA,DO25769694,,,902261,nu e bun
,31.08.2015,AB03KYM,16.5,DO-CA,DO25774226,140,14,902261,"1,628.00 €"
5138,29.08.2015,B170DAF,16.5,CA-DO,CA21409963,140,14,902262,"1,515.00 €"
5139,29.08.2015,NT46MAN,16.5,CA-DO,CA21409964,140,14,902263,"1,515.00 €"
5140,29.08.2015,IF 11 TDS,16.5,CA-DO,CA21410052,140,14,902264,"1,515.00 €"
5141,30.08.2015,B02 LML ,16.5,CA-DO,CA21410778,140,14,902265,"1,515.00 €"
5142,30.08.2015,,16.5,CA-DO,,140,14,902266,
5143,31.08.2015,B-111-TGT,16.5,CA-DO,CA21411202,140,14,902267,"1,628.00 €"
